city,airport_name,code,country,region,slug,theme
City 3662,City 3662 International Airport,FKV,Country 142,Europe,city-3662-fkv,business travel
City 3663,City 3663 International Airport,FKW,Country 143,Middle East,city-3663-fkw,premium long-haul demand
City 3664,City 3664 International Airport,FKX,Country 144,Asia Pacific,city-3664-fkx,honeymoon travel
City 3665,City 3665 International Airport,FKY,Country 145,Latin America,city-3665-fky,executive itineraries
City 3666,City 3666 International Airport,FKZ,Country 146,Africa,city-3666-fkz,family premium travel
City 3667,City 3667 International Airport,FLA,Country 147,North America,city-3667-fla,luxury city breaks
City 3668,City 3668 International Airport,FLB,Country 148,Europe,city-3668-flb,business travel
City 3669,City 3669 International Airport,FLC,Country 149,Middle East,city-3669-flc,premium long-haul demand
City 3670,City 3670 International Airport,FLD,Country 150,Asia Pacific,city-3670-fld,honeymoon travel
City 3671,City 3671 International Airport,FLE,Country 151,Latin America,city-3671-fle,executive itineraries
City 3672,City 3672 International Airport,FLF,Country 152,Africa,city-3672-flf,family premium travel
City 3673,City 3673 International Airport,FLG,Country 153,North America,city-3673-flg,luxury city breaks
City 3674,City 3674 International Airport,FLH,Country 154,Europe,city-3674-flh,business travel
City 3675,City 3675 International Airport,FLI,Country 155,Middle East,city-3675-fli,premium long-haul demand
City 3676,City 3676 International Airport,FLJ,Country 156,Asia Pacific,city-3676-flj,honeymoon travel
City 3677,City 3677 International Airport,FLK,Country 157,Latin America,city-3677-flk,executive itineraries
City 3678,City 3678 International Airport,FLL,Country 158,Africa,city-3678-fll,family premium travel
City 3679,City 3679 International Airport,FLM,Country 159,North America,city-3679-flm,luxury city breaks
City 3680,City 3680 International Airport,FLN,Country 160,Europe,city-3680-fln,business travel
City 3681,City 3681 International Airport,FLO,Country 161,Middle East,city-3681-flo,premium long-haul demand
City 3682,City 3682 International Airport,FLP,Country 162,Asia Pacific,city-3682-flp,honeymoon travel
City 3683,City 3683 International Airport,FLQ,Country 163,Latin America,city-3683-flq,executive itineraries
City 3684,City 3684 International Airport,FLR,Country 164,Africa,city-3684-flr,family premium travel
City 3685,City 3685 International Airport,FLS,Country 165,North America,city-3685-fls,luxury city breaks
City 3686,City 3686 International Airport,FLT,Country 166,Europe,city-3686-flt,business travel
City 3687,City 3687 International Airport,FLU,Country 167,Middle East,city-3687-flu,premium long-haul demand
City 3688,City 3688 International Airport,FLV,Country 168,Asia Pacific,city-3688-flv,honeymoon travel
City 3689,City 3689 International Airport,FLW,Country 169,Latin America,city-3689-flw,executive itineraries
City 3690,City 3690 International Airport,FLX,Country 170,Africa,city-3690-flx,family premium travel
City 3691,City 3691 International Airport,FLY,Country 171,North America,city-3691-fly,luxury city breaks
City 3692,City 3692 International Airport,FLZ,Country 172,Europe,city-3692-flz,business travel
City 3693,City 3693 International Airport,FMA,Country 173,Middle East,city-3693-fma,premium long-haul demand
City 3694,City 3694 International Airport,FMB,Country 174,Asia Pacific,city-3694-fmb,honeymoon travel
City 3695,City 3695 International Airport,FMC,Country 175,Latin America,city-3695-fmc,executive itineraries
City 3696,City 3696 International Airport,FMD,Country 176,Africa,city-3696-fmd,family premium travel
City 3697,City 3697 International Airport,FME,Country 177,North America,city-3697-fme,luxury city breaks
City 3698,City 3698 International Airport,FMF,Country 178,Europe,city-3698-fmf,business travel
City 3699,City 3699 International Airport,FMG,Country 179,Middle East,city-3699-fmg,premium long-haul demand
City 3700,City 3700 International Airport,FMH,Country 180,Asia Pacific,city-3700-fmh,honeymoon travel
City 3701,City 3701 International Airport,FMI,Country 181,Latin America,city-3701-fmi,executive itineraries
City 3702,City 3702 International Airport,FMJ,Country 182,Africa,city-3702-fmj,family premium travel
City 3703,City 3703 International Airport,FMK,Country 183,North America,city-3703-fmk,luxury city breaks
City 3704,City 3704 International Airport,FML,Country 184,Europe,city-3704-fml,business travel
City 3705,City 3705 International Airport,FMM,Country 185,Middle East,city-3705-fmm,premium long-haul demand
City 3706,City 3706 International Airport,FMN,Country 186,Asia Pacific,city-3706-fmn,honeymoon travel
City 3707,City 3707 International Airport,FMO,Country 187,Latin America,city-3707-fmo,executive itineraries
City 3708,City 3708 International Airport,FMP,Country 188,Africa,city-3708-fmp,family premium travel
City 3709,City 3709 International Airport,FMQ,Country 189,North America,city-3709-fmq,luxury city breaks
City 3710,City 3710 International Airport,FMR,Country 190,Europe,city-3710-fmr,business travel
City 3711,City 3711 International Airport,FMS,Country 191,Middle East,city-3711-fms,premium long-haul demand
City 3712,City 3712 International Airport,FMT,Country 192,Asia Pacific,city-3712-fmt,honeymoon travel
City 3713,City 3713 International Airport,FMU,Country 193,Latin America,city-3713-fmu,executive itineraries
City 3714,City 3714 International Airport,FMV,Country 194,Africa,city-3714-fmv,family premium travel
City 3715,City 3715 International Airport,FMW,Country 195,North America,city-3715-fmw,luxury city breaks
City 3716,City 3716 International Airport,FMX,Country 196,Europe,city-3716-fmx,business travel
City 3717,City 3717 International Airport,FMY,Country 197,Middle East,city-3717-fmy,premium long-haul demand
City 3718,City 3718 International Airport,FMZ,Country 198,Asia Pacific,city-3718-fmz,honeymoon travel
City 3719,City 3719 International Airport,FNA,Country 199,Latin America,city-3719-fna,executive itineraries
City 3720,City 3720 International Airport,FNB,Country 200,Africa,city-3720-fnb,family premium travel
City 3721,City 3721 International Airport,FNC,Country 201,North America,city-3721-fnc,luxury city breaks
City 3722,City 3722 International Airport,FND,Country 202,Europe,city-3722-fnd,business travel
City 3723,City 3723 International Airport,FNE,Country 203,Middle East,city-3723-fne,premium long-haul demand
City 3724,City 3724 International Airport,FNF,Country 204,Asia Pacific,city-3724-fnf,honeymoon travel
City 3725,City 3725 International Airport,FNG,Country 205,Latin America,city-3725-fng,executive itineraries
City 3726,City 3726 International Airport,FNH,Country 206,Africa,city-3726-fnh,family premium travel
City 3727,City 3727 International Airport,FNI,Country 207,North America,city-3727-fni,luxury city breaks
City 3728,City 3728 International Airport,FNJ,Country 208,Europe,city-3728-fnj,business travel
City 3729,City 3729 International Airport,FNK,Country 209,Middle East,city-3729-fnk,premium long-haul demand
City 3730,City 3730 International Airport,FNL,Country 210,Asia Pacific,city-3730-fnl,honeymoon travel
City 3731,City 3731 International Airport,FNM,Country 211,Latin America,city-3731-fnm,executive itineraries
City 3732,City 3732 International Airport,FNN,Country 212,Africa,city-3732-fnn,family premium travel
City 3733,City 3733 International Airport,FNO,Country 213,North America,city-3733-fno,luxury city breaks
City 3734,City 3734 International Airport,FNP,Country 214,Europe,city-3734-fnp,business travel
City 3735,City 3735 International Airport,FNQ,Country 215,Middle East,city-3735-fnq,premium long-haul demand
City 3736,City 3736 International Airport,FNR,Country 216,Asia Pacific,city-3736-fnr,honeymoon travel
City 3737,City 3737 International Airport,FNS,Country 217,Latin America,city-3737-fns,executive itineraries
City 3738,City 3738 International Airport,FNT,Country 218,Africa,city-3738-fnt,family premium travel
City 3739,City 3739 International Airport,FNU,Country 219,North America,city-3739-fnu,luxury city breaks
City 3740,City 3740 International Airport,FNV,Country 220,Europe,city-3740-fnv,business travel
City 3741,City 3741 International Airport,FNW,Country 1,Middle East,city-3741-fnw,premium long-haul demand
City 3742,City 3742 International Airport,FNX,Country 2,Asia Pacific,city-3742-fnx,honeymoon travel
City 3743,City 3743 International Airport,FNY,Country 3,Latin America,city-3743-fny,executive itineraries
City 3744,City 3744 International Airport,FNZ,Country 4,Africa,city-3744-fnz,family premium travel
City 3745,City 3745 International Airport,FOA,Country 5,North America,city-3745-foa,luxury city breaks
City 3746,City 3746 International Airport,FOB,Country 6,Europe,city-3746-fob,business travel
City 3747,City 3747 International Airport,FOC,Country 7,Middle East,city-3747-foc,premium long-haul demand
City 3748,City 3748 International Airport,FOD,Country 8,Asia Pacific,city-3748-fod,honeymoon travel
City 3749,City 3749 International Airport,FOE,Country 9,Latin America,city-3749-foe,executive itineraries
City 3750,City 3750 International Airport,FOF,Country 10,Africa,city-3750-fof,family premium travel
City 3751,City 3751 International Airport,FOG,Country 11,North America,city-3751-fog,luxury city breaks
City 3752,City 3752 International Airport,FOH,Country 12,Europe,city-3752-foh,business travel
City 3753,City 3753 International Airport,FOI,Country 13,Middle East,city-3753-foi,premium long-haul demand
City 3754,City 3754 International Airport,FOJ,Country 14,Asia Pacific,city-3754-foj,honeymoon travel
City 3755,City 3755 International Airport,FOK,Country 15,Latin America,city-3755-fok,executive itineraries
City 3756,City 3756 International Airport,FOL,Country 16,Africa,city-3756-fol,family premium travel
City 3757,City 3757 International Airport,FOM,Country 17,North America,city-3757-fom,luxury city breaks
City 3758,City 3758 International Airport,FON,Country 18,Europe,city-3758-fon,business travel
City 3759,City 3759 International Airport,FOO,Country 19,Middle East,city-3759-foo,premium long-haul demand
City 3760,City 3760 International Airport,FOP,Country 20,Asia Pacific,city-3760-fop,honeymoon travel
City 3761,City 3761 International Airport,FOQ,Country 21,Latin America,city-3761-foq,executive itineraries
City 3762,City 3762 International Airport,FOR,Country 22,Africa,city-3762-for,family premium travel
City 3763,City 3763 International Airport,FOS,Country 23,North America,city-3763-fos,luxury city breaks
City 3764,City 3764 International Airport,FOT,Country 24,Europe,city-3764-fot,business travel
City 3765,City 3765 International Airport,FOU,Country 25,Middle East,city-3765-fou,premium long-haul demand
City 3766,City 3766 International Airport,FOV,Country 26,Asia Pacific,city-3766-fov,honeymoon travel
City 3767,City 3767 International Airport,FOW,Country 27,Latin America,city-3767-fow,executive itineraries
City 3768,City 3768 International Airport,FOX,Country 28,Africa,city-3768-fox,family premium travel
City 3769,City 3769 International Airport,FOY,Country 29,North America,city-3769-foy,luxury city breaks
City 3770,City 3770 International Airport,FOZ,Country 30,Europe,city-3770-foz,business travel
City 3771,City 3771 International Airport,FPA,Country 31,Middle East,city-3771-fpa,premium long-haul demand
City 3772,City 3772 International Airport,FPB,Country 32,Asia Pacific,city-3772-fpb,honeymoon travel
City 3773,City 3773 International Airport,FPC,Country 33,Latin America,city-3773-fpc,executive itineraries
City 3774,City 3774 International Airport,FPD,Country 34,Africa,city-3774-fpd,family premium travel
City 3775,City 3775 International Airport,FPE,Country 35,North America,city-3775-fpe,luxury city breaks
City 3776,City 3776 International Airport,FPF,Country 36,Europe,city-3776-fpf,business travel
City 3777,City 3777 International Airport,FPG,Country 37,Middle East,city-3777-fpg,premium long-haul demand
City 3778,City 3778 International Airport,FPH,Country 38,Asia Pacific,city-3778-fph,honeymoon travel
City 3779,City 3779 International Airport,FPI,Country 39,Latin America,city-3779-fpi,executive itineraries
City 3780,City 3780 International Airport,FPJ,Country 40,Africa,city-3780-fpj,family premium travel
City 3781,City 3781 International Airport,FPK,Country 41,North America,city-3781-fpk,luxury city breaks
City 3782,City 3782 International Airport,FPL,Country 42,Europe,city-3782-fpl,business travel
City 3783,City 3783 International Airport,FPM,Country 43,Middle East,city-3783-fpm,premium long-haul demand
City 3784,City 3784 International Airport,FPN,Country 44,Asia Pacific,city-3784-fpn,honeymoon travel
City 3785,City 3785 International Airport,FPO,Country 45,Latin America,city-3785-fpo,executive itineraries
City 3786,City 3786 International Airport,FPP,Country 46,Africa,city-3786-fpp,family premium travel
